"RouteID","PaymentPlan","StartHub","StartLatitude","StartLongitude","StartDate","StartTime","EndHub","EndLatitude","EndLongitude","EndDate","EndTime","TripType","BikeID","BikeName","Distance_Miles","Duration","RentalAccessPath","MultipleRental"
5466436,"Subscriber","SW 5th at Morrison",45.51889487,-122.6774061,2018-01-06,"18:21","SW 5th at Morrison",45.51889487,-122.6774061,1969-12-31,"16:30","",7390,"0961 BETRUE MAX LIGHTBIKE",0,"","keypad",FALSE
5717084,"Subscriber","",45.5228877,-122.6464195,2018-02-13,"17:35","",45.5228877,-122.6464195,1969-12-31,"16:30","",6165,"0613 BIKETOWN",0,"","keypad",FALSE
6386630,"Subscriber","",45.5228846,-122.6033229,2018-04-18,"1:03","",45.5228846,-122.6033229,1969-12-31,"16:30","",7363,"0940 AIR MAX ",12.35,"","keypad",FALSE
6635297,"Subscriber","",45.524531,-122.6744613,2018-05-01,"13:07","",45.5293888,-122.6813526,1969-12-31,"16:30","",6271,"0897 BIKETOWN",0.65,"","keypad",FALSE
6876560,"Subscriber","",45.5263984,-122.6893626,2018-05-13,"7:37","",45.5263984,-122.6893626,1969-12-31,"16:30","",6494,"0734 BIKETOWN",0,"","keypad_rfid_card",FALSE
6923617,"Subscriber","",45.5165028,-122.6556917,2018-05-15,"14:00","",45.5165028,-122.6556917,1969-12-31,"16:30","",7302,"0967 BETRUE TRAINER",0.51,"","keypad",TRUE
6971463,"Subscriber","NW Couch at 2nd",45.52389222,-122.6721825,2018-05-18,"8:47","",45.5252069,-122.6765159,1969-12-31,"16:30","",6534,"0922 BIKETOWN",0.36,"","keypad_rfid_card",FALSE
6979013,"Casual","SW Naito at Ankeny Plaza",45.52269573,-122.6703492,2018-05-18,"15:08","",45.5228932,-122.6475335,1969-12-31,"16:30","",6359,"0051 BIKETOWN",2.55,"","mobile",FALSE
8156264,"Casual","",45.5071786,-122.6743175,2018-07-14,"11:36","SW River at Montgomery",45.50910258,-122.6735169,1969-12-31,"16:30","",7103,"0783 BIKETOWN",4.22,"","keypad",TRUE
8356043,"Subscriber","",45.5263984,-122.6893626,2018-07-24,"7:18","",45.5263984,-122.6893626,1969-12-31,"16:30","",7195,"0887 BIKETOWN",0,"","keypad_rfid_card",FALSE
9309564,"Subscriber","",45.5360712,-122.6852715,2018-09-02,"13:53","NW Marshall at Tanner Springs Park",45.53083126,-122.6815957,1969-12-31,"16:30","",6094,"0531 BIKETOWN",3.97,"","mobile",FALSE
9774198,"Casual","",45.5193586,-122.6566872,2018-10-01,"11:37","",45.5200764,-122.6571849,2014-12-31,"16:30","",6118,"0506 BIKETOWN",1.45,"","keypad_rfid_card",FALSE
10162046,"Subscriber","NW Raleigh at 21st",45.53409115,-122.6949424,2018-11-02,"6:47","",45.5298695,-122.6945662,1971-06-09,"5:51","",6667,"0352 BIKETOWN",0.61,"","mobile",FALSE
10783921,"Subscriber","",45.5113551,-122.6839679,2019-02-12,"16:59","",45.5142926,-122.6863885,2023-11-27,"16:24","",6887,"0450 BIKETOWN",2.3,"41975:24:58","keypad",FALSE
11580421,"Subscriber","",45.5308499,-122.6328277,2019-06-07,"11:01","NE Couch at MLK",45.52358836,-122.6619177,2024-05-02,"17:47","",7186,"0597 BIKETOWN",1.86,"42990:46:45","keypad",FALSE
11724498,"Subscriber","N Killingsworth at Albina",45.56282546,-122.6747467,2019-06-26,"22:02","",45.5533144,-122.6680069,2074-07-10,"11:28","",6369,"0361 BIKETOWN",0.97,"482462:26:46","keypad_rfid_card",FALSE
11878302,"Subscriber","SW Market at Keller Fountain Park",45.5123205,-122.6789108,2019-07-18,"16:38","SW Market at Keller Fountain Park",45.5123205,-122.6789108,1971-06-09,"2:52","",6322,"0604 BIKETOWN ",0,"","mobile",FALSE
13093038,"Casual","SW Park at Portland Art Museum",45.51592353,-122.6833123,2020-02-19,"11:35","",45.5186855,-122.6828343,1971-06-09,"3:55","",6888,"0257 BIKETOWN",0.73,"","keypad",FALSE
13142137,"Subscriber","SW Morrison at 18th",45.52196048,-122.6896772,2020-03-04,"16:21","",45.5221678,-122.6844566,1971-06-09,"4:32","",6400,"0827 BIKETOWN",0.53,"","mobile",FALSE
