RouteID,PaymentPlan,StartHub,StartLatitude,StartLongitude,StartDate,StartTime,EndHub,EndLatitude,EndLongitude,EndDate,EndTime,TripType,BikeID,BikeName,Distance_Miles,Duration,RentalAccessPath,MultipleRental
12437129,Subscriber,NW 11th at The Fields,45.53232501,-122.6824299,10/1/2019,5:29,,45.5266354,-122.6765624,10/1/2019,5:33,,7315,0966 WOMEN’S HISTORY MONTH,0.58,0:04:34,mobile,FALSE
12437165,Casual,,45.5248422,-122.6964086,10/1/2019,5:39,NW Station at Irving,45.5282777,-122.6766282,10/1/2019,5:49,,7122,0276 BIKETOWN,1.21,0:09:41,keypad_rfid_card,FALSE
12437173,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/1/2019,5:41,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,10/1/2019,5:49,,6064,0732 BIKETOWN,1.14,0:08:03,keypad,FALSE
12437174,Casual,,45.5360712,-122.6852715,10/1/2019,5:41,NW 10th at Everett,45.52500056,-122.6811048,10/1/2019,5:48,,7375,"0959 DESIGN BIKE, EXPLORIN' SE",0.9,0:06:31,keypad,FALSE
12437214,Casual,NW Glisan at 21st,45.52634601,-122.6941484,10/1/2019,5:48,NW Raleigh at 21st,45.53409115,-122.6949424,10/1/2019,5:52,,7490,0815 BIKETOWN,0.56,0:04:14,keypad,FALSE
12437216,Subscriber,NW 18th at Flanders,45.52556242,-122.6892561,10/1/2019,5:48,,45.5342398,-122.689654,10/1/2019,5:54,,6190,0910 xc MSS BIKETOWN,0.61,0:06:10,keypad,FALSE
12437250,Subscriber,,45.5555392,-122.6646813,10/1/2019,5:53,NE Wheeler at Multnomah,45.53086696,-122.6658887,10/1/2019,6:03,,6650,0814 BIKETOWN,1.85,0:09:49,mobile,FALSE
12437275,Casual,NW Raleigh at 21st,45.53409115,-122.6949424,10/1/2019,5:58,NW 13th at Marshall,45.53080401,-122.6844227,10/1/2019,6:04,,6166,0036 BIKETOWN,0.76,0:06:11,keypad_rfid_card,TRUE
12437291,Casual,,45.4943095,-122.6719737,10/1/2019,6:01,SW 5th at Main,45.51609691,-122.6790771,10/1/2019,6:14,,6110,0365 BIKETOWN,1.9,0:12:59,mobile,FALSE
12437305,Casual,,45.5165028,-122.6556917,10/1/2019,6:02,NW Naito at Ironside,45.52871176,-122.674166,10/1/2019,6:19,,6030,0402 BIKETOWN,2.12,0:17:03,mobile,FALSE
12437338,Casual,SE Hawthorne at 20th,45.51222277,-122.6454261,10/1/2019,6:10,SE 9th at Belmont,45.51633325,-122.6566324,10/1/2019,6:16,,6173,0229 BIKETOWN,0.79,0:06:26,keypad,FALSE
12437343,Subscriber,NE Multnomah at 9th,45.53140997,-122.6574612,10/1/2019,6:11,,45.5200851,-122.6607401,10/1/2019,6:17,,6118,0506 MSS STL BIKETOWN,1.17,0:06:46,mobile,FALSE
12437390,Subscriber,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,10/1/2019,6:17,,45.522975,-122.6637546,10/1/2019,6:29,,6559,0394 XC BIKETOWN,1.21,0:12:05,keypad_rfid_card,FALSE
12437441,Subscriber,,45.5266787,-122.6735353,10/1/2019,6:25,,45.524531,-122.6744613,10/1/2019,6:43,,7174,0795 LST BIKETOWN,0.36,0:18:35,keypad,FALSE
12437482,Casual,NW Raleigh at 21st,45.53409115,-122.6949424,10/1/2019,6:31,,45.538614,-122.7106465,10/1/2019,6:41,,7163,0173 BIKETOWN,1.23,0:09:55,keypad,TRUE
12437488,Casual,SE Elliott at Division,45.50512504,-122.6533681,10/1/2019,6:35,,45.5229274,-122.657678,10/1/2019,6:46,,6416,0339 BIKETOWN,1.42,0:11:07,keypad,FALSE
12437503,Casual,SE Water at Taylor,45.51515295,-122.665776,10/1/2019,6:38,,45.522975,-122.6637546,10/1/2019,6:43,,7256,0463 BIKETOWN,0.57,0:04:47,keypad,FALSE
12437507,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/1/2019,6:38,,45.5079558,-122.6587523,10/1/2019,6:48,,6060,0447 BIKETOWN,1.28,0:09:45,mobile,FALSE
12437542,Subscriber,,45.5326462,-122.6987295,10/1/2019,6:46,NW 13th at Marshall,45.53080401,-122.6844227,10/1/2019,6:54,,6529,0796 BIKETOWN,0.98,0:07:56,mobile,FALSE
12437543,Subscriber,SW Naito at Morrison,45.51782551,-122.6724963,10/1/2019,6:47,,45.5229602,-122.6627544,10/1/2019,6:55,,6894,0252 BIKETOWN,1.01,0:08:27,mobile,FALSE
12437586,Subscriber,,45.516663,-122.6752883,10/1/2019,6:52,NW Glisan at 21st,45.52634601,-122.6941484,10/1/2019,7:06,,6798,0811 BIKETOWN ,1.36,0:13:55,keypad,FALSE
12437603,Casual,,45.5264171,-122.6883485,10/1/2019,6:55,,45.5383863,-122.6969135,10/1/2019,7:04,,7393,0932 ABILITY BIKE,1.23,0:08:43,keypad,FALSE
12437601,Subscriber,,45.5172057,-122.652644,10/1/2019,6:56,,45.529259,-122.6536764,10/1/2019,7:06,,6860,0590 BIKETOWN ,1.07,0:09:33,keypad,FALSE
12437613,Subscriber,,45.5350329,-122.6466728,10/1/2019,6:58,NE Multnomah at 9th,45.53140997,-122.6574612,10/1/2019,7:04,,6406,0812 BIKETOWN,0.79,0:06:10,mobile,FALSE
12437612,Casual,NE Going at Grand,45.55645437,-122.6603794,10/1/2019,6:58,NE MLK at Knott,45.54179953,-122.6614845,10/1/2019,7:14,,6086,0261 BIKETOWN,1.04,0:16:33,keypad,FALSE
12437617,Casual,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,10/1/2019,6:58,NW Everett at 22nd,45.52487653,-122.6965141,10/1/2019,7:06,,6064,0732 BIKETOWN,1.16,0:07:49,keypad,FALSE
12437624,Subscriber,,45.5191991,-122.6762108,10/1/2019,7:01,,45.5186626,-122.6742051,10/1/2019,7:02,,6672,0629 BIKETOWN,0.15,0:01:46,keypad,FALSE
12437642,Subscriber,SE Clay at Water,45.51147657,-122.6662856,10/1/2019,7:04,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/1/2019,7:08,,7250,0742 BIKETOWN,0.66,0:04:12,mobile,FALSE
12437643,Subscriber,,45.5314628,-122.685491,10/1/2019,7:05,,45.5340719,-122.6987827,10/1/2019,7:13,,7306,0974 LST ASCEND BIKE,0.68,0:08:17,keypad,FALSE
12437651,Casual,SE Belmont at 33rd,45.51649676,-122.6307517,10/1/2019,7:07,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,10/1/2019,7:30,,6449,0347 BIKETOWN,3.04,0:23:35,keypad,FALSE
12437656,Casual,SW 10th at Columbia,45.51544427,-122.6846749,10/1/2019,7:08,NW 2nd at Everett,45.52536699,-122.6725459,10/1/2019,7:16,,6643,0652 BIKETOWN,1.23,0:08:12,mobile,FALSE
12437670,Casual,,45.5221371,-122.6372902,10/1/2019,7:11,,45.5164567,-122.6295726,10/1/2019,7:20,,6270,0050 XC BIKETOWN,0.87,0:08:33,keypad,FALSE
12437696,Casual,NE Going at Grand,45.55645437,-122.6603794,10/1/2019,7:15,NW Broadway at Everett,45.52507854,-122.6775563,10/1/2019,7:29,,7323,"0965 DESIGN BIKE, N PAUL BUNYAN",2.73,0:14:27,mobile,FALSE
12437711,Subscriber,NW 19th at Johnson,45.52862062,-122.6905073,10/1/2019,7:17,,45.5153551,-122.6818058,10/1/2019,7:28,,7131,0255 BIKETOWN,1.32,0:10:57,keypad,FALSE
12437725,Casual,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/1/2019,7:18,,45.5264914,-122.6842918,10/1/2019,7:24,,6870,0779 BIKETOWN,0.77,0:05:06,mobile,FALSE
12437749,Casual,N Vancouver at Alberta,45.55941042,-122.6685226,10/1/2019,7:19,,45.5265656,-122.6802351,10/1/2019,7:37,,6265,0188 xc BIKETOWN,2.61,0:17:45,mobile,FALSE
12437750,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/1/2019,7:22,NW 10th at Everett,45.52500056,-122.6811048,10/1/2019,7:28,,30041,"1014 DESIGN BIKE, NE CYCLING LIFE",0.76,0:05:35,keypad,FALSE
12437765,Subscriber,NE Going at Grand,45.55645437,-122.6603794,10/1/2019,7:25,NE 11th at Holladay Park,45.53027884,-122.654669,10/1/2019,7:46,,6203,0611 BIKETOWN,2.48,0:21:33,keypad_phone_number,FALSE
12437776,Subscriber,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/1/2019,7:26,,45.5186626,-122.6742051,10/1/2019,7:35,,6630,0688 BIKETOWN,1.42,0:09:13,keypad,FALSE
12437792,Subscriber,,45.5228648,-122.6392928,10/1/2019,7:28,,45.512695,-122.6832433,10/1/2019,7:46,,6340,0664 BIKETOWN,2.95,0:17:47,mobile,FALSE
12437794,Subscriber,SW Morrison at 18th,45.52196048,-122.6896772,10/1/2019,7:29,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,10/1/2019,7:39,,6461,0166 BIKETOWN,1.03,0:09:46,keypad,FALSE
12437801,Casual,SE Hawthorne at 20th,45.51222277,-122.6454261,10/1/2019,7:30,SW Market at Keller Fountain Park,45.5123205,-122.6789108,10/1/2019,7:41,,7339,1001 RIP CITY RIDER,1.84,0:11:20,keypad_rfid_card,FALSE
12437825,Subscriber,,45.5053162,-122.6100251,10/1/2019,7:34,,45.5035059,-122.6537538,10/1/2019,7:44,,6480,0726 BIKETOWN,2.24,0:10:11,keypad,FALSE
12437836,Subscriber,,45.5229422,-122.6617822,10/1/2019,7:36,,45.5214876,-122.6536298,10/1/2019,7:46,,7304,0994 BETRUE 2018 TRAINER ,0.54,0:10:35,keypad,FALSE
12437837,Casual,N Morris at Williams,45.54471503,-122.6667845,10/1/2019,7:36,NE Fremont at 15th - Community Corral,45.54828551,-122.6508106,10/1/2019,8:06,,7395,1007 BIKETOWN DESIGN CHALLENGE,1.5,0:30:26,keypad,TRUE
12437855,Casual,N Morris at Williams,45.54471503,-122.6667845,10/1/2019,7:38,NE Fremont at 15th - Community Corral,45.54828551,-122.6508106,10/1/2019,8:06,,6191,0430 BIKETOWN,1.5,0:28:03,keypad,TRUE
12437856,Casual,NE 2nd at NE Schuyler,45.53561394,-122.6636343,10/1/2019,7:39,NE Multnomah at 9th,45.53140997,-122.6574612,10/1/2019,7:45,,6402,0846 BIKETOWN,0.55,0:05:58,keypad_rfid_card,FALSE
12437859,Subscriber,,45.5158224,-122.6658465,10/1/2019,7:39,,45.522975,-122.6637546,10/1/2019,7:44,,6338,0046 BIKETOWN ,0.55,0:04:59,mobile,FALSE
12437866,Subscriber,NW 21st at Johnson,45.52826831,-122.6945615,10/1/2019,7:40,,45.5297948,-122.6986231,10/1/2019,8:00,,6241,0599 BIKETOWN,1.29,0:20:06,keypad_rfid_card,FALSE
12437870,Casual,SW River at Montgomery,45.50910258,-122.6735169,10/1/2019,7:41,NW Naito at Ironside,45.52871176,-122.674166,10/1/2019,7:52,,6045,0433 BIKETOWN,1.6,0:11:07,keypad,FALSE
12437874,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/1/2019,7:42,NW Flanders at 14th,45.52579919,-122.6855063,10/1/2019,7:46,,6182,0317 BIKETOWN,0.62,0:04:33,keypad,FALSE
12437906,Casual,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/1/2019,7:46,SW 10th at Harvey Milk ,45.52175423,-122.6810794,10/1/2019,7:58,,7335,1010 RIP CITY RIDER,1.34,0:11:40,keypad,FALSE
12437909,Subscriber,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,10/1/2019,7:47,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/1/2019,7:54,,6883,0493 XM BIKETOWN,1.3,0:07:21,keypad,FALSE
12437911,Casual,NE Wheeler at Multnomah,45.53086696,-122.6658887,10/1/2019,7:47,,45.5307017,-122.6762415,10/1/2019,7:55,,6230,0605 BIKETOWN,1.07,0:07:38,mobile,FALSE
12437914,Casual,N Vancouver at Alberta,45.55941042,-122.6685226,10/1/2019,7:47,NW Front at 17th,45.53715171,-122.6881027,10/1/2019,8:08,,6527,0801 BIKETOWN,3.08,0:20:38,keypad,FALSE
12437918,Subscriber,,45.5236794,-122.6821551,10/1/2019,7:48,,45.5252992,-122.6714625,10/1/2019,7:52,,6062,0767 BIKETOWN ,0.57,0:04:28,keypad,FALSE
12437923,Casual,,45.5310262,-122.7061971,10/1/2019,7:48,,45.5292312,-122.6904828,10/1/2019,7:56,,6121,0658 BIKETOWN,0.87,0:07:11,keypad_rfid_card,FALSE
12437942,Casual,NE MLK at Knott,45.54179953,-122.6614845,10/1/2019,7:51,,45.5315047,-122.6586386,10/1/2019,8:07,,6086,0261 BIKETOWN,1.02,0:15:54,keypad,FALSE
12437949,Casual,NE Sandy at 16th,45.52440674,-122.6497686,10/1/2019,7:52,NE 11th at Holladay Park,45.53027884,-122.654669,10/1/2019,7:58,,6388,0832 BIKETOWN,0.63,0:06:21,mobile,FALSE
12437953,Casual,,45.5221695,-122.6901439,10/1/2019,7:52,,45.5144083,-122.6754329,10/1/2019,8:00,,7172,0540 BIKETOWN,1.14,0:07:47,mobile,FALSE
12437959,Casual,,45.5200155,-122.6821151,10/1/2019,7:53,SE Clay at Water,45.51147657,-122.6662856,10/1/2019,8:01,,6205,0834 BIKETOWN,1.14,0:08:00,keypad,FALSE
12437960,Casual,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/1/2019,7:54,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/1/2019,8:04,,7171,0094 BIKETOWN,1.36,0:10:51,keypad_rfid_card,FALSE
12437964,Casual,NW Pettygrove at 15th,45.53290424,-122.68626,10/1/2019,7:54,SW 18th at Jefferson,45.51816567,-122.6924908,10/1/2019,8:04,,6341,0831 BIKETOWN,1.28,0:10:33,keypad,FALSE
12437965,Subscriber,SE Clinton at 21st,45.5033655,-122.6447314,10/1/2019,7:54,N Morris at Williams,45.54471503,-122.6667845,10/1/2019,8:30,,6115,0921 BIKETOWN,4.32,0:36:04,mobile,FALSE
12437970,Casual,NW Station at Irving,45.5282777,-122.6766282,10/1/2019,7:54,SW Market at Keller Fountain Park,45.5123205,-122.6789108,10/1/2019,8:06,,7134,0205 XM BIKETOWN,1.43,0:11:22,mobile,FALSE
12437979,Subscriber,,45.5389606,-122.6411595,10/1/2019,7:56,,45.534316,-122.6448424,10/1/2019,7:59,,6519,0195 BIKETOWN,0.76,0:03:51,keypad,FALSE
12437990,Subscriber,,45.5229341,-122.6597069,10/1/2019,7:57,,45.5230046,-122.6801058,10/1/2019,8:07,,6439,0260 BIKETOWN,1.22,0:09:33,keypad,FALSE
12437995,Casual,SE 29th at Belmont,45.51623176,-122.6360679,10/1/2019,7:58,SE Clay at Water,45.51147657,-122.6662856,10/1/2019,8:08,,6837,0538 BIKETOWN,1.75,0:10:52,keypad,FALSE
12438001,Casual,NE 17th at Killingsworth - Community Corral,45.56274555,-122.6480594,10/1/2019,7:58,,45.5284672,-122.656532,10/1/2019,8:16,,6585,0681 XM BIKETOWN,2.88,0:18:13,mobile,FALSE
12438013,Casual,NW Naito at Ironside,45.52871176,-122.674166,10/1/2019,8:00,,45.5079558,-122.6587523,10/1/2019,8:15,,6823,0714 BIKETOWN,2.32,0:15:31,keypad,TRUE
12438023,Casual,,45.5269434,-122.6985167,10/1/2019,8:00,,45.5193521,-122.679635,10/1/2019,8:10,,6436,0925 BIKETOWN,1.29,0:09:59,mobile,FALSE
12438024,Casual,,45.5365512,-122.6744348,10/1/2019,8:00,,45.5134298,-122.674732,10/1/2019,8:10,,6800,0193 BIKETOWN,4.21,0:09:59,keypad,FALSE
12438035,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/1/2019,8:02,,45.5204119,-122.6778923,10/1/2019,8:09,,6071,0519 BIKETOWN,1.08,0:07:53,mobile,FALSE
12438044,Casual,SE 34th at Hawthorne,45.511907,-122.6294804,10/1/2019,8:02,NW 11th at The Fields,45.53232501,-122.6824299,10/1/2019,8:31,,6853,0148 BIKETOWN,4.52,0:29:18,keypad,FALSE
12438040,Casual,,45.5229341,-122.6597069,10/1/2019,8:02,,45.5284672,-122.656532,10/1/2019,8:10,,6843,0759 QRT BIKETOWN ,0.41,0:07:32,keypad,FALSE
12438046,Subscriber,N Morris at Williams,45.54471503,-122.6667845,10/1/2019,8:03,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/1/2019,8:14,,6099,0481 BIKETOWN,2.04,0:10:59,keypad_rfid_card,TRUE
12438087,Subscriber,,45.5496138,-122.6811131,10/1/2019,8:05,NE Couch at MLK,45.52358836,-122.6619177,10/1/2019,8:25,,6313,0930 BIKETOWN,2.22,0:20:03,keypad,FALSE
12438059,Subscriber,,45.5312952,-122.6946193,10/1/2019,8:05,NW 20th at Burnside,45.52331306,-122.6932633,10/1/2019,8:11,,6577,0596 BIKETOWN,0.65,0:06:08,keypad,FALSE
12438070,Casual,,45.5299294,-122.6753219,10/1/2019,8:06,,45.5367755,-122.7068868,10/1/2019,8:22,,21157,0947 ABILITY BIKE,1.89,0:15:30,keypad,FALSE
12438081,Subscriber,NW 21st at Johnson,45.52826831,-122.6945615,10/1/2019,8:08,SW Morrison at 18th,45.52196048,-122.6896772,10/1/2019,8:14,,6162,0874 BIKETOWN,0.61,0:06:03,keypad,FALSE
12438088,Casual,NW 18th at Flanders,45.52556242,-122.6892561,10/1/2019,8:09,,45.5335083,-122.6906418,10/1/2019,8:15,,28387,0689 BIKETOWN,0.58,0:05:58,mobile,FALSE
12438089,Casual,,45.5153551,-122.6818058,10/1/2019,8:09,NW Couch at 11th,45.52374151,-122.6818129,10/1/2019,8:15,,7131,0255 BIKETOWN,0.71,0:05:45,mobile,FALSE
12438094,Subscriber,NW 23rd at Overton,45.53211645,-122.6986304,10/1/2019,8:09,,45.523086,-122.6754201,10/1/2019,8:23,,6885,0682 BIKETOWN,1.71,0:13:41,keypad,FALSE
12438109,Casual,,45.5186626,-122.6742051,10/1/2019,8:11,,45.5174734,-122.6783165,10/1/2019,8:15,,6630,0688 BIKETOWN,0.24,0:03:10,keypad,FALSE
12438122,Casual,,45.5213484,-122.6813937,10/1/2019,8:13,,45.5200186,-122.6792742,10/1/2019,8:18,,7290,0180 BIKETOWN,1.14,0:05:35,keypad,FALSE
12438120,Casual,,45.4069691,-122.4421757,10/1/2019,8:13,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/1/2019,8:18,,6071,0519 BIKETOWN,14.25,0:05:24,mobile,FALSE
12438137,Casual,,45.5214421,-122.637302,10/1/2019,8:16,SW 5th at Main,45.51609691,-122.6790771,10/1/2019,8:31,,6475,0853 BIKETOWN,2.66,0:15:26,mobile,FALSE
12438142,Casual,,45.5265596,-122.6535954,10/1/2019,8:16,,45.5388948,-122.6901714,10/1/2019,8:31,,6426,0582 BIKETOWN,6.84,0:14:35,keypad,FALSE
12438148,Subscriber,,45.5252439,-122.6744876,10/1/2019,8:16,,45.5370647,-122.6870447,10/1/2019,8:25,,6032,0409 BIKETOWN,1.28,0:08:56,keypad,FALSE
12438159,Casual,,45.5353146,-122.7088176,10/1/2019,8:17,,45.5174734,-122.6783165,10/1/2019,8:37,,6104,0624 BIKETOWN,2.61,0:20:16,keypad,FALSE
12438155,Casual,,45.5229375,-122.6607213,10/1/2019,8:17,,45.5314628,-122.685491,10/1/2019,8:32,,7392,"0954 DESIGN BIKE, COLORFUL PORTLAND NW",1.9,0:14:58,keypad,FALSE
12438156,Subscriber,,45.5198656,-122.6758501,10/1/2019,8:17,,45.5128022,-122.6751137,10/1/2019,8:30,,6809,0103 BIKETOWN,3.55,0:13:03,keypad,FALSE
12438164,Casual,,45.5221695,-122.6901439,10/1/2019,8:18,,45.5177466,-122.6793375,10/1/2019,8:23,,6162,0874 BIKETOWN,0.61,0:04:46,keypad_rfid_card,FALSE
12438172,Subscriber,,45.5300183,-122.6864524,10/1/2019,8:19,,45.5367755,-122.7068868,10/1/2019,8:31,,6831,0357 BIKETOWN,1.57,0:12:03,keypad,FALSE
12438182,Casual,,45.5214876,-122.6536298,10/1/2019,8:20,NW 4th at Couch,45.52378902,-122.6747386,10/1/2019,8:31,,7304,0994 BETRUE 2018 TRAINER ,1.42,0:10:53,mobile,FALSE
12438178,Subscriber,,45.5099128,-122.6757731,10/1/2019,8:20,,45.5128022,-122.6751137,10/1/2019,8:25,,6573,0843 BIKETOWN,0.11,0:05:23,keypad,FALSE
12438184,Casual,,45.5335083,-122.6906418,10/1/2019,8:20,,45.5250843,-122.6832248,10/1/2019,8:31,,28387,0689 BIKETOWN,0.92,0:10:10,mobile,FALSE
12438200,Casual,N Williams at Fremont,45.5475928,-122.6667604,10/1/2019,8:22,NW Thurman at 24th,45.53550403,-122.7006608,10/1/2019,8:39,,6618,0663 BIKETOWN,2.97,0:16:40,keypad,FALSE
12438204,Subscriber,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/1/2019,8:23,,45.5128022,-122.6751137,10/1/2019,8:33,,6080,0096 BIKETOWN,1.17,0:10:08,keypad,FALSE
12438209,Casual,,45.5124107,-122.6765074,10/1/2019,8:24,,45.5115407,-122.6648548,10/1/2019,8:30,,7172,0540 BIKETOWN,0.69,0:05:56,keypad,FALSE
12438244,Casual,NE MLK at Knott,45.54179953,-122.6614845,10/1/2019,8:27,SE Clay at Water,45.51147657,-122.6662856,10/1/2019,8:43,,6029,0453 BIKETOWN,2.48,0:15:51,keypad,FALSE
12438252,Casual,Tilikum West at SW Moody,45.5027677,-122.6714408,10/1/2019,8:28,,45.5124107,-122.6765074,10/1/2019,8:41,,6238,0774 BIKETOWN ,1.01,0:12:36,keypad_rfid_card,FALSE
12438262,Casual,NW 18th at Northrup,45.53142501,-122.6895659,10/1/2019,8:30,NW Broadway at Everett,45.52507854,-122.6775563,10/1/2019,8:39,,6195,0662 BIKETOWN  ,1.04,0:08:09,keypad,FALSE
12438265,Casual,NE 11th at Holladay Park,45.53027884,-122.654669,10/1/2019,8:31,,45.5222093,-122.6546327,10/1/2019,8:37,,6822,0147 BIKETOWN ,0.62,0:05:57,keypad,TRUE
12438267,Casual,NW 18th at Flanders,45.52556242,-122.6892561,10/1/2019,8:32,,45.5229504,-122.6831526,10/1/2019,8:37,,6396,0707 BIKETOWN,0.48,0:05:08,keypad_rfid_card,FALSE
12438293,Casual,NW Pettygrove at 15th,45.53290424,-122.68626,10/1/2019,8:37,,45.5204119,-122.6778923,10/1/2019,8:49,,6284,0878 BIKETOWN,1.2,0:12:45,keypad,FALSE
12438295,Subscriber,,45.5629777,-122.7055693,10/1/2019,8:37,,45.5566957,-122.7043059,10/1/2019,8:53,,6473,0656 BIKETOWN,0.7,0:16:08,keypad,FALSE
12438301,Casual,N Mason at Williams,45.55335313,-122.6669146,10/1/2019,8:37,SW 5th at Main,45.51609691,-122.6790771,10/1/2019,8:55,,6369,0361 BIKETOWN,2.99,0:17:13,keypad,FALSE
12438303,Casual,,45.5129509,-122.6597725,10/1/2019,8:37,,45.5209254,-122.6741073,10/1/2019,8:51,,6840,0080 BIKETOWN,1.33,0:13:47,keypad,FALSE
12438302,Subscriber,NW Station at Irving,45.5282777,-122.6766282,10/1/2019,8:38,NE MLK at Knott,45.54179953,-122.6614845,10/1/2019,8:52,,7233,0041 BIKETOWN,1.57,0:14:04,keypad_rfid_card,FALSE
12438329,Subscriber,N Mason at Williams,45.55335313,-122.6669146,10/1/2019,8:40,NE Wheeler at Multnomah,45.53086696,-122.6658887,10/1/2019,8:48,,6103,0302 BIKETOWN,1.63,0:08:11,keypad_rfid_card,FALSE
12438332,Casual,,45.5388948,-122.6901714,10/1/2019,8:40,,45.5461419,-122.6822249,10/1/2019,8:50,,6098,0454 BIKETOWN,2.83,0:09:38,keypad,FALSE
12438347,Casual,NE 50th at Sandy,45.539665,-122.611885,10/1/2019,8:42,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/1/2019,9:18,,6663,0569 BIKETOWN,4.85,0:35:59,keypad,FALSE
